account_id,population_type
A024454,normal
A024455,normal
A024456,normal
A024457,normal
A024458,normal
A024459,normal
A024460,hard_negative
A024461,hard_negative
A024462,normal
A024463,normal
A024464,normal
A024465,normal
A024466,hard_negative
A024467,normal
A024468,normal
A024469,hard_negative
A024470,normal
A024471,ring
A024472,normal
A024473,normal
A024474,normal
A024475,hard_negative
A024476,normal
A024477,normal
A024478,normal
A024479,hard_negative
A024480,normal
A024481,ring
A024482,hard_negative
A024483,normal
A024484,normal
A024485,normal
A024486,normal
A024487,normal
A024488,normal
A024489,normal
A024490,normal
A024491,hard_negative
A024492,ring
A024493,normal
A024494,normal
A024495,normal
A024496,normal
A024497,normal
A024498,normal
A024499,hard_negative
A024500,normal
A024501,normal
A024502,normal
A024503,normal
A024504,normal
A024505,normal
A024506,normal
A024507,normal
A024508,normal
A024509,hard_negative
A024510,normal
A024511,normal
A024512,normal
A024513,normal
A024514,normal
A024515,hard_negative
A024516,normal
A024517,normal
A024518,ring
A024519,normal
A024520,normal
A024521,normal
A024522,normal
A024523,normal
A024524,normal
A024525,normal
A024526,normal
A024527,normal
A024528,normal
A024529,normal
A024530,normal
A024531,normal
A024532,normal
A024533,ring
A024534,normal
A024535,hard_negative
A024536,normal
A024537,normal
A024538,normal
A024539,normal
A024540,normal
A024541,normal
A024542,normal
A024543,normal
A024544,normal
A024545,normal
A024546,normal
A024547,normal
A024548,normal
A024549,normal
A024550,hard_negative
A024551,normal
A024552,normal
A024553,hard_negative
A024554,normal
A024555,normal
A024556,normal
A024557,normal
A024558,normal
A024559,normal
A024560,hard_negative
A024561,normal
A024562,normal
A024563,normal
A024564,normal
A024565,normal
A024566,normal
A024567,normal
A024568,hard_negative
A024569,normal
A024570,normal
A024571,normal
A024572,normal
A024573,hard_negative
A024574,normal
A024575,ring
A024576,normal
A024577,normal
A024578,normal
A024579,ring
A024580,normal
A024581,normal
A024582,ring
A024583,hard_negative
A024584,normal
A024585,normal
A024586,normal
A024587,hard_negative
A024588,normal
A024589,normal
A024590,normal
A024591,hard_negative
A024592,normal
A024593,normal
A024594,normal
A024595,normal
A024596,normal
A024597,normal
A024598,normal
A024599,hard_negative
A024600,hard_negative
A024601,normal
A024602,normal
A024603,normal
A024604,normal
A024605,normal
A024606,normal
A024607,normal
A024608,normal
A024609,normal
A024610,hard_negative
A024611,ring
A024612,normal
A024613,normal
A024614,normal
A024615,normal
A024616,normal
A024617,normal
A024618,normal
A024619,normal
A024620,normal
A024621,normal
A024622,normal
A024623,hard_negative
A024624,normal
A024625,hard_negative
A024626,normal
A024627,normal
A024628,normal
A024629,ring
A024630,hard_negative
A024631,normal
A024632,normal
A024633,normal
A024634,normal
A024635,normal
A024636,ring
A024637,normal
A024638,ring
A024639,normal
A024640,normal
A024641,normal
A024642,normal
A024643,hard_negative
A024644,normal
A024645,normal
A024646,normal
A024647,normal
A024648,normal
A024649,normal
A024650,normal
A024651,hard_negative
A024652,normal
A024653,normal
A024654,normal
A024655,ring
A024656,normal
A024657,normal
A024658,hard_negative
A024659,normal
A024660,normal
A024661,normal
A024662,normal
A024663,normal
A024664,normal
A024665,normal
A024666,ring
A024667,normal
A024668,normal
A024669,normal
A024670,normal
A024671,normal
A024672,normal
A024673,normal
A024674,normal
A024675,normal
A024676,normal
A024677,normal
A024678,hard_negative
A024679,normal
A024680,hard_negative
A024681,normal
A024682,normal
A024683,normal
A024684,hard_negative
A024685,hard_negative
A024686,normal
A024687,normal
A024688,hard_negative
A024689,hard_negative
A024690,normal
A024691,normal
A024692,normal
A024693,normal
A024694,normal
A024695,normal
A024696,normal
A024697,normal
A024698,hard_negative
A024699,normal
A024700,normal
A024701,normal
A024702,normal
A024703,normal
A024704,normal
A024705,normal
A024706,normal
A024707,hard_negative
A024708,normal
A024709,normal
A024710,normal
A024711,normal
A024712,normal
A024713,normal
A024714,normal
A024715,normal
A024716,normal
A024717,hard_negative
A024718,hard_negative
A024719,ring
A024720,ring
A024721,normal
A024722,normal
A024723,normal
A024724,normal
A024725,ring
A024726,normal
A024727,hard_negative
A024728,normal
A024729,normal
A024730,hard_negative
A024731,normal
A024732,normal
A024733,normal
A024734,normal
A024735,normal
A024736,normal
A024737,normal
A024738,normal
A024739,hard_negative
A024740,normal
A024741,hard_negative
A024742,normal
A024743,hard_negative
A024744,hard_negative
A024745,hard_negative
A024746,normal
A024747,normal
A024748,normal
A024749,normal
A024750,normal
A024751,hard_negative
A024752,normal
A024753,normal
A024754,hard_negative
A024755,normal
A024756,normal
A024757,normal
A024758,normal
A024759,hard_negative
A024760,normal
A024761,hard_negative
A024762,normal
A024763,normal
A024764,normal
A024765,normal
A024766,normal
A024767,normal
A024768,normal
A024769,normal
A024770,normal
A024771,normal
A024772,normal
A024773,normal
A024774,ring
A024775,ring
A024776,normal
A024777,normal
A024778,normal
A024779,normal
A024780,ring
A024781,hard_negative
A024782,normal
A024783,normal
A024784,normal
A024785,normal
A024786,hard_negative
A024787,normal
A024788,normal
A024789,normal
A024790,normal
A024791,normal
A024792,normal
A024793,normal
A024794,normal
A024795,hard_negative
A024796,normal
A024797,normal
A024798,normal
A024799,normal
A024800,normal
A024801,normal
A024802,normal
A024803,normal
A024804,normal
A024805,normal
A024806,normal
A024807,normal
A024808,ring
A024809,normal
A024810,normal
A024811,normal
A024812,normal
A024813,normal
A024814,normal
A024815,hard_negative
A024816,normal
A024817,normal
A024818,normal
A024819,normal
A024820,normal
A024821,normal
A024822,normal
A024823,normal
A024824,normal
A024825,normal
A024826,ring
A024827,normal
A024828,normal
A024829,normal
A024830,normal
A024831,normal
A024832,normal
A024833,normal
A024834,normal
A024835,normal
A024836,normal
A024837,hard_negative
A024838,hard_negative
A024839,normal
A024840,normal
A024841,ring
A024842,normal
A024843,normal
A024844,normal
A024845,normal
A024846,hard_negative
A024847,normal
A024848,normal
A024849,normal
A024850,normal
A024851,hard_negative
A024852,normal
A024853,ring
A024854,normal
A024855,normal
A024856,normal
A024857,ring
A024858,normal
A024859,normal
A024860,normal
A024861,normal
A024862,hard_negative
A024863,normal
A024864,normal
A024865,normal
A024866,normal
A024867,normal
A024868,normal
A024869,normal
A024870,normal
A024871,normal
A024872,normal
A024873,normal
A024874,normal
A024875,normal
A024876,normal
A024877,hard_negative
A024878,ring
A024879,normal
A024880,normal
A024881,ring
A024882,normal
A024883,normal
A024884,normal
A024885,normal
A024886,normal
A024887,normal
A024888,normal
A024889,normal
A024890,normal
A024891,hard_negative
A024892,normal
A024893,normal
A024894,normal
A024895,normal
A024896,normal
A024897,normal
A024898,normal
A024899,normal
A024900,hard_negative
A024901,normal
A024902,normal
A024903,normal
A024904,normal
A024905,normal
A024906,hard_negative
A024907,normal
A024908,normal
A024909,normal
A024910,normal
A024911,normal
A024912,normal
A024913,normal
A024914,normal
A024915,normal
A024916,normal
A024917,normal
A024918,normal
A024919,normal
A024920,normal
A024921,normal
A024922,normal
A024923,normal
A024924,normal
A024925,normal
A024926,hard_negative
A024927,normal
A024928,normal
A024929,hard_negative
A024930,normal
A024931,normal
A024932,normal
A024933,normal
A024934,normal
A024935,hard_negative
A024936,normal
A024937,normal
A024938,normal
A024939,normal
A024940,normal
A024941,normal
A024942,normal
A024943,normal
A024944,normal
A024945,normal
A024946,normal
A024947,hard_negative
A024948,normal
A024949,hard_negative
A024950,normal
A024951,normal
A024952,normal
A024953,normal
A024954,normal
A024955,normal
A024956,normal
A024957,normal
A024958,normal
A024959,hard_negative
A024960,normal
A024961,normal
A024962,normal
A024963,hard_negative
A024964,normal
A024965,normal
A024966,hard_negative
A024967,normal
A024968,normal
A024969,normal
A024970,normal
A024971,normal
A024972,normal
A024973,normal
A024974,ring
A024975,normal
A024976,normal
A024977,hard_negative
A024978,normal
A024979,normal
A024980,hard_negative
A024981,normal
A024982,normal
A024983,normal
A024984,normal
A024985,normal
A024986,normal
A024987,normal
A024988,normal
A024989,normal
A024990,hard_negative
A024991,hard_negative
A024992,hard_negative
A024993,normal
A024994,hard_negative
A024995,hard_negative
A024996,normal
A024997,normal
A024998,normal
A024999,normal
A025000,normal
A025001,normal
A025002,ring
A025003,hard_negative
A025004,normal
A025005,normal
A025006,normal
A025007,hard_negative
A025008,normal
A025009,normal
A025010,normal
A025011,hard_negative
A025012,normal
A025013,hard_negative
A025014,hard_negative
A025015,normal
A025016,normal
A025017,normal
A025018,normal
A025019,normal
A025020,normal
A025021,hard_negative
A025022,normal
A025023,normal
A025024,normal
A025025,normal
A025026,hard_negative
A025027,normal
A025028,normal
A025029,hard_negative
A025030,normal
A025031,normal
A025032,normal
A025033,normal
A025034,hard_negative
A025035,normal
A025036,normal
A025037,normal
A025038,normal
A025039,normal
A025040,normal
A025041,hard_negative
A025042,normal
A025043,hard_negative
A025044,normal
A025045,normal
A025046,normal
A025047,hard_negative
A025048,normal
A025049,normal
A025050,normal
A025051,normal
A025052,normal
A025053,normal
A025054,normal
A025055,normal
A025056,normal
A025057,normal
A025058,normal
A025059,normal
A025060,normal
A025061,normal
A025062,normal
A025063,normal
A025064,hard_negative
A025065,normal
A025066,normal
A025067,normal
A025068,hard_negative
A025069,normal
A025070,normal
A025071,normal
A025072,normal
A025073,hard_negative
A025074,normal
A025075,normal
A025076,ring
A025077,normal
A025078,normal
A025079,hard_negative
A025080,normal
A025081,normal
A025082,normal
A025083,hard_negative
A025084,normal
A025085,normal
A025086,normal
A025087,ring
A025088,normal
A025089,normal
A025090,normal
A025091,normal
A025092,normal
A025093,normal
A025094,normal
A025095,normal
A025096,hard_negative
A025097,normal
A025098,normal
A025099,normal
A025100,normal
A025101,normal
A025102,normal
A025103,normal
A025104,normal
A025105,normal
A025106,normal
A025107,normal
A025108,normal
A025109,hard_negative
A025110,ring
A025111,normal
A025112,hard_negative
A025113,normal
A025114,normal
A025115,normal
A025116,normal
A025117,normal
A025118,normal
A025119,normal
A025120,normal
A025121,hard_negative
A025122,ring
A025123,ring
A025124,normal
A025125,normal
A025126,normal
A025127,normal
A025128,normal
A025129,normal
A025130,normal
A025131,normal
A025132,normal
A025133,normal
A025134,normal
A025135,normal
A025136,normal
A025137,normal
A025138,normal
A025139,normal
A025140,hard_negative
A025141,normal
A025142,normal
A025143,normal
A025144,normal
A025145,normal
A025146,normal
A025147,normal
A025148,normal
A025149,normal
A025150,hard_negative
A025151,normal
A025152,normal
A025153,normal
A025154,normal
A025155,normal
A025156,hard_negative
A025157,normal
A025158,normal
A025159,normal
A025160,normal
A025161,hard_negative
A025162,normal
A025163,normal
A025164,normal
A025165,normal
A025166,normal
A025167,normal
A025168,hard_negative
A025169,normal
A025170,normal
A025171,normal
A025172,normal
A025173,normal
A025174,normal
A025175,normal
A025176,normal
A025177,normal
A025178,ring
A025179,normal
A025180,normal
A025181,normal
A025182,normal
A025183,normal
A025184,hard_negative
A025185,normal
A025186,hard_negative
A025187,hard_negative
A025188,normal
A025189,normal
A025190,hard_negative
A025191,hard_negative
A025192,normal
A025193,normal
A025194,normal
A025195,normal
A025196,normal
A025197,ring
A025198,hard_negative
A025199,normal
A025200,normal
A025201,normal
A025202,normal
A025203,hard_negative
A025204,normal
A025205,hard_negative
A025206,hard_negative
A025207,normal
A025208,ring
A025209,normal
A025210,hard_negative
A025211,normal
A025212,normal
A025213,normal
A025214,normal
A025215,normal
A025216,hard_negative
A025217,normal
A025218,normal
A025219,hard_negative
A025220,normal
A025221,normal
A025222,normal
A025223,normal
A025224,normal
A025225,normal
A025226,normal
A025227,normal
A025228,normal
A025229,normal
A025230,normal
A025231,normal
A025232,normal
A025233,normal
A025234,normal
A025235,normal
A025236,normal
A025237,normal
A025238,normal
A025239,normal
A025240,normal
A025241,normal
A025242,normal
A025243,ring
A025244,normal
A025245,normal
A025246,normal
A025247,normal
A025248,hard_negative
A025249,normal
A025250,normal
A025251,normal
A025252,hard_negative
A025253,normal
A025254,normal
A025255,normal
A025256,normal
A025257,normal
A025258,normal
A025259,hard_negative
A025260,hard_negative
A025261,normal
A025262,normal
A025263,normal
A025264,hard_negative
A025265,normal
A025266,ring
A025267,normal
A025268,normal
A025269,normal
A025270,normal
A025271,normal
A025272,normal
A025273,normal
A025274,normal
A025275,ring
A025276,normal
A025277,normal
A025278,normal
A025279,normal
A025280,normal
A025281,normal
A025282,normal
A025283,normal
A025284,hard_negative
A025285,normal
A025286,normal
A025287,normal
A025288,normal
A025289,normal
A025290,normal
A025291,normal
A025292,hard_negative
A025293,normal
A025294,normal
A025295,normal
A025296,normal
A025297,normal
A025298,normal
A025299,normal
A025300,normal
A025301,normal
A025302,hard_negative
A025303,normal
A025304,normal
A025305,normal
A025306,normal
A025307,normal
A025308,hard_negative
A025309,normal
A025310,normal
A025311,normal
A025312,hard_negative
A025313,normal
A025314,normal
A025315,hard_negative
A025316,normal
A025317,hard_negative
A025318,normal
A025319,normal
A025320,normal
A025321,normal
A025322,normal
A025323,normal
A025324,normal
A025325,normal
A025326,ring
A025327,normal
A025328,normal
A025329,normal
A025330,normal
A025331,normal
A025332,normal
A025333,normal
A025334,normal
A025335,normal
A025336,normal
A025337,normal
A025338,normal
A025339,normal
A025340,normal
A025341,normal
A025342,ring
A025343,hard_negative
A025344,normal
A025345,normal
A025346,normal
A025347,normal
A025348,normal
A025349,normal
A025350,normal
A025351,normal
A025352,normal
A025353,normal
A025354,normal
A025355,normal
A025356,normal
A025357,normal
A025358,normal
A025359,hard_negative
A025360,normal
A025361,normal
A025362,normal
A025363,normal
A025364,hard_negative
A025365,ring
A025366,normal
A025367,normal
A025368,ring
A025369,normal
A025370,hard_negative
A025371,normal
A025372,normal
A025373,normal
A025374,normal
A025375,normal
A025376,normal
A025377,normal
A025378,normal
A025379,hard_negative
A025380,hard_negative
A025381,normal
A025382,normal
A025383,normal
A025384,hard_negative
A025385,normal
A025386,normal
A025387,hard_negative
A025388,normal
A025389,normal
A025390,normal
A025391,hard_negative
A025392,hard_negative
A025393,normal
A025394,normal
A025395,hard_negative
A025396,hard_negative
A025397,hard_negative
A025398,normal
